movieId,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed),budget,popularity,revenue,runtime,vote_average,vote_count,Warner Bros.,Paramount Pictures,Universal Pictures,Twentieth Century Fox Film Corporation,Metro-Goldwyn-Mayer (MGM),Columbia Pictures,New Line Cinema,Walt Disney Pictures,Columbia Pictures Corporation,Touchstone Pictures,Canal+,Miramax Films,TriStar Pictures,United Artists,Relativity Media,Village Roadshow Pictures,Regency Enterprises,DreamWorks SKG,Orion Pictures,Fox Searchlight Pictures,Amblin Entertainment,Castle Rock Entertainment,RKO Radio Pictures,Working Title Films,Dimension Films,Hollywood Pictures,BBC Films,Lionsgate,Walt Disney Productions,Dune Entertainment,British Broadcasting Corporation (BBC),Imagine Entertainment,Scott Rudin Productions,Fox 2000 Pictures,PolyGram Filmed Entertainment,Pixar Animation Studios,StudioCanal,Summit Entertainment,Film4,Morgan Creek Productions,Focus Features,TF1 Films Production,New Regency Pictures,Screen Gems,Revolution Studios,Channel Four Films,Davis Entertainment,Lakeshore Entertainment,Mosfilm,Epsilon Motion Pictures,other_company,avg_rating
4865,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,35000000,7.79014,74558115.0,122.0,6.6,758.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65
4866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72000000,9.807552,27642707.0,131.0,7.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
4867,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48000000,4.556123,35743308.0,132.0,6.5,108.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
4871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313295,0.0,106.0,6.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4873,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.051214,3176880.0,99.0,7.6,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.772727272727273
4874,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,48000000,12.400152,50315140.0,120.0,7.1,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.525
4876,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.819223,0.0,91.0,5.4,447.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
4877,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.563606,0.0,84.0,5.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4878,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,6000000,18.303148,1270522.0,113.0,7.7,3574.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.019230769230769
4879,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.958387,0.0,86.0,6.4,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,4.145598,0.0,125.0,7.2,122.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4881,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.204951,0.0,116.0,7.4,366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
4883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143611,0.0,133.0,6.8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75000000,6.353996,54249294.0,89.0,5.4,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
4886,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000000,26.419962,562816256.0,92.0,7.5,6150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9384615384615387
4887,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,49000000,9.769047,72700000.0,87.0,5.7,445.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.25
4888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,3.580063,490475.0,86.0,6.9,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
4889,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35000000,5.741817,0.0,107.0,6.3,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0
4890,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,12.520688,141069860.0,114.0,5.7,764.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076923076923077
4893,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.133206,0.0,97.0,6.3,51.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4896,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000000,38.187238,976475550.0,152.0,7.5,7188.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.725
4898,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6000000,3.916221,2025238.0,95.0,6.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
4899,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37044,0.0,95.0,5.1,291.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.8333333333333335
4900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,4.197544,14782676.0,89.0,5.8,53.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5
4901,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,92000000,18.186839,143049560.0,126.0,6.8,592.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5416666666666665
4902,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4500000,11.111299,6459020.0,106.0,7.2,277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875
4903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,9.698269,0.0,130.0,6.4,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
4909,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.788178,0.0,88.0,5.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
4911,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.308729,0.0,105.0,5.8,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4912,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14000000,4.651946,52223306.0,149.0,6.9,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4914,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.957608,0.0,22.0,6.9,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625
4915,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.577636,14056528.0,118.0,6.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4916,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.836557,0.0,132.0,6.3,74.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,1.956972,0.0,130.0,6.4,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4919,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2000000,8.066663,390659.0,104.0,6.3,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4920,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.480798,0.0,117.0,7.1,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
4921,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,9.774994,0.0,115.0,7.0,222.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.351441,0.0,92.0,6.6,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4926,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.917373,0.0,0.0,6.4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4927,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,810000,3.099222,1258000.0,106.0,6.8,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.049944,0.0,105.0,7.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.269867,0.0,102.0,5.7,64.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
4932,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6500000,9.3806,31899000.0,105.0,6.8,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
4936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.511557,21202829.0,134.0,6.0,97.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
4939,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11.319726,16647800.0,103.0,6.1,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4941,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,35000000,6.346979,27107960.0,111.0,6.1,237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
4942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.891661,0.0,83.0,5.7,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9000000,7.550133,46236000.0,96.0,6.7,232.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4946,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20000000,4.733526,0.0,101.0,5.8,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5500000,6.389326,26414658.0,109.0,6.6,121.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4951,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,250000,7.597775,0.0,92.0,6.6,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.566559,0.0,90.0,4.8,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4953,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.5265,0.0,90.0,5.4,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4954,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.29506,0.0,127.0,6.6,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9166666666666665
4956,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.909063,0.0,131.0,7.0,44.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
4957,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22000000,9.737907,67642693.0,117.0,6.5,210.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
4958,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,40000000,11.185625,91753202.0,106.0,6.0,464.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.375
4959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.429441,0.0,118.0,6.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.794916,0.0,80.0,6.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.090903,0.0,110.0,5.4,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
4963,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.29506,0.0,127.0,6.6,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892857142857143
4964,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.528855,0.0,94.0,7.6,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4965,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.239112,0.0,84.0,5.7,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4966,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,750000,4.910227,0.0,81.0,7.3,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
4967,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.406724,0.0,106.0,6.1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4969,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.496034,0.0,97.0,6.7,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40612,0.0,108.0,7.4,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4971,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021828,25100000.0,115.0,6.3,52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8333333333333335
4973,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125882,0.0,102.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1826923076923075
4974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,9.101896,66468332.0,89.0,5.5,444.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2142857142857144
4975,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,68000000,10.071057,203388341.0,136.0,6.5,1100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.393939393939394
4976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.964908,0.0,91.0,6.2,48.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
4977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462073,0.0,85.0,6.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
4978,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.994899,0.0,121.0,6.4,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
4979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21000000,9.707542,71441250.0,110.0,7.4,1317.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4242424242424243
4980,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.256293,0.0,98.0,5.9,311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
