movieId,title,genres,title_name,title_name_tokens,title_mapped
7307,Flesh & Blood (1985),Action|Adventure|Drama|War,Flesh & Blood,"{'flesh', 'blood'}",Flesh + Blood
7308,King Solomon's Mines (1985),Adventure|Comedy,King Solomon's Mines,"{'king', 'mines', 'solomons'}",King Solomon's Mines
7310,Raw Deal (1986),Action,Raw Deal,"{'deal', 'raw'}",Raw Deal
7311,"Goodbye, Mr. Chips (1939)",Drama|Romance,"Goodbye, Mr. Chips","{'chips', 'mr', 'goodbye'}","Goodbye, Mr. Chips"
7312,"Follow Me, Boys! (1966)",Comedy|Drama,"Follow Me, Boys!","{'me', 'boys', 'follow'}","Follow Me, Boys!"
7315,Against the Ropes (2004),Comedy|Drama,Against the Ropes,"{'against', 'ropes'}",Against the Ropes
7316,Confessions of a Teenage Drama Queen (2004),Comedy,Confessions of a Teenage Drama Queen,"{'of', 'drama', 'queen', 'teenage', 'confessions'}",Confessions of a Teenage Drama Queen
7317,EuroTrip (2004),Adventure|Comedy,EuroTrip,{'eurotrip'},EuroTrip
7318,"Passion of the Christ, The (2004)",Drama,"Passion of the Christ, The","{'of', 'passion', 'christ'}",The Passion of the Christ
7319,Club Dread (2004),Comedy|Horror,Club Dread,"{'dread', 'club'}",Club Dread
7320,Dirty Dancing: Havana Nights (2004),Romance,Dirty Dancing: Havana Nights,"{'dirty', 'dancing', 'havana', 'nights'}",Dirty Dancing: Havana Nights
7321,Twisted (2004),Thriller,Twisted,{'twisted'},Twisted
7323,"Good bye, Lenin! (2003)",Comedy|Drama,"Good bye, Lenin!","{'bye', 'good', 'lenin'}","Good bye, Lenin!"
7324,Hidalgo (2004),Adventure|Drama,Hidalgo,{'hidalgo'},Hidalgo
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,Starsky & Hutch,"{'hutch', 'starsky'}",Starsky & Hutch
7326,"Reckoning, The (2004)",Crime|Drama,"Reckoning, The",{'reckoning'},The Reckoning
7327,Persona (1966),Drama,Persona,{'persona'},Persona
7328,"Passion of Anna, The (Passion, En) (1969)",Drama,"Passion of Anna, The (Passion, En)","{'of', 'passion', 'en', 'anna'}",The Passion of Anna
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,"Corbeau, Le (Raven, The)","{'raven', 'corbeau', 'le'}",Le Corbeau
7335,Pickup on South Street (1953),Film-Noir,Pickup on South Street,"{'south', 'street', 'on', 'pickup'}",Pickup on South Street
7336,"Damned, The (La Caduta degli dei) (1969)",Drama|War,"Damned, The (La Caduta degli dei)","{'la', 'caduta', 'dei', 'degli', 'damned'}",The Damned
7340,Just One of the Guys (1985),Comedy,Just One of the Guys,"{'of', 'just', 'one', 'guys'}",Just One of the Guys
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime,"Wrong Arm of the Law, The","{'of', 'law', 'arm', 'wrong'}",The Wrong Arm of the Law
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,Agent Cody Banks 2: Destination London,"{'banks', 'agent', '2', 'destination', 'cody', 'london'}",Agent Cody Banks 2: Destination London
7346,"Girl Next Door, The (2004)",Comedy|Romance,"Girl Next Door, The","{'door', 'next', 'girl'}",The Girl Next Door
7347,Secret Window (2004),Mystery|Thriller,Secret Window,"{'secret', 'window'}",Secret Window
7348,Spartan (2004),Thriller,Spartan,{'spartan'},Spartan
7349,Broken Wings (Knafayim Shvurot) (2002),Drama,Broken Wings (Knafayim Shvurot),"{'shvurot', 'knafayim', 'broken', 'wings'}",Broken Wings
7352,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,Wilbur Wants to Kill Himself,"{'to', 'kill', 'wants', 'wilbur', 'himself'}",Wilbur Wants to Kill Himself
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance,Mad Dog and Glory,"{'dog', 'glory', 'mad', 'and'}",Mad Dog and Glory
7357,Peyton Place (1957),Drama|Romance,Peyton Place,"{'peyton', 'place'}",Peyton Place
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,Dawn of the Dead,"{'of', 'dead', 'dawn'}",Dawn of the Dead
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind,"{'of', 'sunshine', 'eternal', 'mind', 'spotless'}",Eternal Sunshine of the Spotless Mind
7362,Taking Lives (2004),Crime|Drama|Thriller,Taking Lives,"{'taking', 'lives'}",Taking Lives
7364,Intermission (2003),Comedy|Crime|Drama,Intermission,{'intermission'},Intermission
7366,Jersey Girl (2004),Comedy|Drama|Romance,Jersey Girl,"{'jersey', 'girl'}",Jersey Girl
7367,"Ladykillers, The (2004)",Comedy|Crime,"Ladykillers, The",{'ladykillers'},The Ladykillers
7368,Never Die Alone (2004),Crime|Drama|Thriller,Never Die Alone,"{'alone', 'die', 'never'}",Never Die Alone
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery,Scooby-Doo 2: Monsters Unleashed,"{'2', 'scoobydoo', 'unleashed', 'monsters'}",Scooby-Doo 2: Monsters Unleashed
7371,Dogville (2003),Drama|Mystery|Thriller,Dogville,{'dogville'},Dogville
7372,Ned Kelly (2003),Drama,Ned Kelly,"{'ned', 'kelly'}",Ned Kelly
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,Hellboy,{'hellboy'},Hellboy
7375,"Prince & Me, The (2004)",Comedy|Romance,"Prince & Me, The","{'prince', 'me'}",The Prince & Me
7376,Walking Tall (2004),Action,Walking Tall,"{'walking', 'tall'}",Walking Tall
7377,"United States of Leland, The (2003)",Crime|Drama,"United States of Leland, The","{'united', 'of', 'states', 'leland'}",The United States of Leland
7379,The Alamo (2004),Drama|War|Western,The Alamo,{'alamo'},The Alamo
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance,Ella Enchanted,"{'ella', 'enchanted'}",Ella Enchanted
7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,"Whole Ten Yards, The","{'whole', 'ten', 'yards'}",The Whole Ten Yards
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,I'm Not Scared (Io non ho paura),"{'im', 'non', 'paura', 'io', 'ho', 'scared', 'not'}",I'm Not Scared
7386,"Ten Commandments, The (1956)",Adventure|Drama,"Ten Commandments, The","{'ten', 'commandments'}",The Ten Commandments
7387,Dawn of the Dead (1978),Action|Drama|Horror,Dawn of the Dead,"{'of', 'dead', 'dawn'}",Dawn of the Dead
7390,Prey for Rock & Roll (2003),Drama|Musical,Prey for Rock & Roll,"{'rock', 'prey', 'roll', 'for'}",Prey for Rock & Roll
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Adventure|Comedy,Those Magnificent Men in Their Flying Machines,"{'magnificent', 'their', 'men', 'those', 'machines', 'flying', 'in'}",Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes
7395,Cheaper by the Dozen (1950),Comedy|Drama,Cheaper by the Dozen,"{'dozen', 'by', 'cheaper'}",Cheaper by the Dozen
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama,Scenes From a Marriage (Scener ur ett äktenskap),"{'ett', 'from', 'äktenskap', 'scener', 'ur', 'marriage', 'scenes'}",Scenes from a Marriage
7411,Munchies (1987),Comedy|Horror,Munchies,{'munchies'},Munchies
7414,Going in Style (1979),Comedy|Drama,Going in Style,"{'in', 'going', 'style'}",Going in Style
7419,After Hours (1985),Comedy|Thriller,After Hours,"{'after', 'hours'}",After Hours
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,Kill Bill: Vol. 2,"{'bill', 'kill', 'vol', '2'}",Kill Bill: Vol. 2
7439,"Punisher, The (2004)",Action|Crime|Thriller,"Punisher, The",{'punisher'},The Punisher
7440,Paper Clips (2004),Documentary,Paper Clips,"{'clips', 'paper'}",Paper Clips
7443,This So-Called Disaster (2003),Documentary,This So-Called Disaster,"{'this', 'disaster', 'socalled'}","This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss"""
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,13 Going on 30,"{'30', 'going', 'on', '13'}",13 Going on 30
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,Man on Fire,"{'on', 'fire', 'man'}",Man on Fire
7448,Envy (2004),Comedy,Envy,{'envy'},Envy
7449,Godsend (2004),Drama|Horror|Thriller,Godsend,{'godsend'},Godsend
7450,Laws of Attraction (2004),Comedy|Romance,Laws of Attraction,"{'of', 'attraction', 'laws'}",Laws of Attraction
7451,Mean Girls (2004),Comedy,Mean Girls,"{'mean', 'girls'}",Mean Girls
7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,Van Helsing,"{'helsing', 'van'}",Van Helsing
7455,"Mudge Boy, The (2003)",Drama,"Mudge Boy, The","{'boy', 'mudge'}",The Mudge Boy
7457,Breakin' All the Rules (2004),Comedy|Romance,Breakin' All the Rules,"{'all', 'rules', 'breakin'}",Breakin' All the Rules
7458,Troy (2004),Action|Adventure|Drama|War,Troy,{'troy'},Troy
7459,Carandiru (2003),Crime|Drama,Carandiru,{'carandiru'},Carandiru
7460,Coffee and Cigarettes (2003),Comedy|Drama,Coffee and Cigarettes,"{'cigarettes', 'coffee', 'and'}",Coffee and Cigarettes
7477,Eye See You (D-Tox) (2002),Horror|Thriller,Eye See You (D-Tox),"{'dtox', 'eye', 'see', 'you'}",See You Tomorrow
7479,Watch on the Rhine (1943),Drama,Watch on the Rhine,"{'watch', 'rhine', 'on'}",Watch on the Rhine
7481,Enemy Mine (1985),Adventure|Drama|Sci-Fi,Enemy Mine,"{'enemy', 'mine'}",Enemy Mine
7482,Enter the Dragon (1973),Action|Crime,Enter the Dragon,"{'enter', 'dragon'}",Enter the Dragon
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),"{'cha', 'buenos', 'gwong', 'sit', 'affair', 'aka', 'together', 'aires', 'happy', 'chun'}",Happy Together
7487,Henry & June (1990),Drama,Henry & June,"{'june', 'henry'}",Henry & June
7492,Martin (1977),Drama|Horror,Martin,{'martin'},Martin
7493,"Three Faces of Eve, The (1957)",Drama,"Three Faces of Eve, The","{'of', 'faces', 'three', 'eve'}",The Three Faces of Eve
7541,100 Girls (2000),Comedy|Romance,100 Girls,"{'100', 'girls'}",100 Girls
7560,Fail-Safe (1964),Drama|Thriller|War,Fail-Safe,{'failsafe'},Fail-Safe
7561,Paperhouse (1988),Fantasy|Horror|Thriller,Paperhouse,{'paperhouse'},Paperhouse
7562,Dobermann (1997),Action|Crime,Dobermann,{'dobermann'},Dobermann
7564,Kwaidan (Kaidan) (1964),Horror,Kwaidan (Kaidan),"{'kwaidan', 'kaidan'}",Kwaidan
7566,28 Up (1985),Documentary,28 Up,"{'up', '28'}",28 Up
7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,You Only Live Twice,"{'live', 'twice', 'only', 'you'}",You Only Live Twice
7570,Octopussy (1983),Action|Adventure|Thriller,Octopussy,{'octopussy'},Octopussy
7572,Wit (2001),Drama,Wit,{'wit'},Wit
7573,Never Say Never Again (1983),Action|Adventure|Thriller,Never Say Never Again,"{'again', 'say', 'never'}",Never Say Never Again
7579,Pride and Prejudice (1940),Comedy|Drama|Romance,Pride and Prejudice,"{'prejudice', 'pride', 'and'}",Pride and Prejudice
7581,"Fountainhead, The (1949)",Drama,"Fountainhead, The",{'fountainhead'},The Fountainhead
7584,Woman of the Year (1942),Comedy|Romance,Woman of the Year,"{'of', 'year', 'woman'}",Woman of the Year
7587,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller,"Samouraï, Le (Godson, The)","{'godson', 'le', 'samouraï'}",Le Samouraï
7614,Oklahoma! (1955),Musical|Romance|Western,Oklahoma!,{'oklahoma'},Oklahoma!
7615,Desert Hearts (1985),Drama,Desert Hearts,"{'desert', 'hearts'}",Desert Hearts
7616,Body Double (1984),Mystery|Thriller,Body Double,"{'double', 'body'}",Body Double
7618,Chaplin (1992),Drama,Chaplin,{'chaplin'},Chaplin
7619,"Miracle Worker, The (1962)",Drama,"Miracle Worker, The","{'miracle', 'worker'}",The Miracle Worker
7620,Monster in a Box (1992),Comedy|Drama,Monster in a Box,"{'in', 'box', 'monster'}",Monster in a Box
7624,School Ties (1992),Drama,School Ties,"{'school', 'ties'}",School Ties
7636,Raising Cain (1992),Horror|Thriller,Raising Cain,"{'cain', 'raising'}",Raising Cain
7646,Rose Red (2002),Horror|Mystery|Thriller,Rose Red,"{'rose', 'red'}",Rose Red
7647,Noises Off... (1992),Comedy,Noises Off...,"{'off', 'noises'}",Noises Off...
7649,Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,Babylon 5: In the Beginning,"{'in', '5', 'beginning', 'babylon'}",Babylon 5: In the Beginning
7650,"Witchfinder General (Conquerer Worm, The) (1968)",Horror,"Witchfinder General (Conquerer Worm, The)","{'witchfinder', 'conquerer', 'worm', 'general'}",Witchfinder General
7657,Versus (2000),Action|Comedy|Fantasy|Horror,Versus,{'versus'},Versus
7669,Pride and Prejudice (1995),Drama|Romance,Pride and Prejudice,"{'prejudice', 'pride', 'and'}",Pride and Prejudice
7698,"China Syndrome, The (1979)",Drama|Thriller,"China Syndrome, The","{'syndrome', 'china'}",The China Syndrome
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller,"Wages of Fear, The (Salaire de la peur, Le)","{'of', 'la', 'le', 'de', 'salaire', 'wages', 'fear', 'peur'}",The Wages of Fear
7701,Look Who's Talking Too (1990),Comedy|Romance,Look Who's Talking Too,"{'too', 'look', 'talking', 'whos'}",Look Who's Talking Too
7702,"Bells of St. Mary's, The (1945)",Drama,"Bells of St. Mary's, The","{'bells', 'of', 'marys', 'st'}",The Bells of St. Mary's
7704,"Delta Force, The (1986)",Action,"Delta Force, The","{'delta', 'force'}",The Delta Force
7705,Pat and Mike (1952),Comedy|Romance,Pat and Mike,"{'pat', 'mike', 'and'}",Pat and Mike
7706,Animal Crackers (1930),Comedy|Musical,Animal Crackers,"{'crackers', 'animal'}",Animal Crackers
7707,"He Said, She Said (1991)",Comedy|Drama|Romance,"He Said, She Said","{'he', 'she', 'said'}","He Said, She Said"
7708,Bedazzled (1967),Comedy|Fantasy,Bedazzled,{'bedazzled'},Bedazzled
7713,Cat People (1942),Drama|Horror|Romance|Thriller,Cat People,"{'people', 'cat'}",Cat People
7714,Camelot (1967),Drama|Musical|Romance,Camelot,{'camelot'},Camelot
7716,"Lonely Guy, The (1984)",Comedy,"Lonely Guy, The","{'guy', 'lonely'}",The Lonely Guy
7720,"Four Musketeers, The (1974)",Action|Adventure|Comedy|Romance,"Four Musketeers, The","{'four', 'musketeers'}",The Four Musketeers
7727,Protocol (1984),Comedy,Protocol,{'protocol'},Protocol
7728,"Postman Always Rings Twice, The (1946)",Crime|Drama|Film-Noir|Thriller,"Postman Always Rings Twice, The","{'postman', 'twice', 'rings', 'always'}",The Postman Always Rings Twice
7730,Matinee (1993),Comedy|Drama,Matinee,{'matinee'},Matinee
7742,Baxter (1989),Drama|Horror,Baxter,{'baxter'},Baxter
7743,Explorers (1985),Adventure|Children|Sci-Fi,Explorers,{'explorers'},Explorers
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)","{'of', 'xhan', 'la', 'de', 'scent', 'papaya', 'lodeur', 'verte', 'mùi', 'du', 'green', 'papaye'}",The Scent of Green Papaya
7748,Pierrot le fou (1965),Crime|Drama,Pierrot le fou,"{'pierrot', 'le', 'fou'}",Pierrot le Fou
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,Weekend (a.k.a. Le Week-end) (Week End),"{'le', 'week', 'weekend', 'aka', 'end'}",Le Week-End
7753,Tuesdays with Morrie (1999),Drama,Tuesdays with Morrie,"{'tuesdays', 'morrie', 'with'}",Tuesdays with Morrie
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War,Alexander Nevsky (Aleksandr Nevskiy),"{'aleksandr', 'alexander', 'nevsky', 'nevskiy'}",Alexander Nevsky
7757,Jason and the Argonauts (1963),Action|Adventure|Fantasy,Jason and the Argonauts,"{'jason', 'argonauts', 'and'}",Jason and the Argonauts
7762,"Tinker, Tailor, Soldier, Spy (1979)",Drama|Thriller,"Tinker, Tailor, Soldier, Spy","{'tinker', 'tailor', 'soldier', 'spy'}",Tinker Tailor Soldier Spy
7766,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War,Throne of Blood (Kumonosu jô),"{'of', 'jô', 'throne', 'kumonosu', 'blood'}",Throne of Blood
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama,"Best of Youth, The (La meglio gioventù)","{'of', 'la', 'meglio', 'best', 'youth', 'gioventù'}",The Best of Youth
7772,Undercurrent (1946),Film-Noir|Thriller,Undercurrent,{'undercurrent'},Undercurrent
7773,"Bang, Bang, You're Dead (2002)",Drama,"Bang, Bang, You're Dead","{'youre', 'dead', 'bang'}",Bang Bang You're Dead
7781,Twister (1990),Comedy,Twister,{'twister'},Twister
7782,Sniper (1993),Action|Drama,Sniper,{'sniper'},Sniper
7786,Genghis Blues (1999),Documentary,Genghis Blues,"{'blues', 'genghis'}",Genghis Blues
7789,"11'09""01 - September 11 (2002)",Drama,"11'09""01 - September 11","{'september', '110901', '11'}",11'09''01 - September 11
7792,"Parallax View, The (1974)",Thriller,"Parallax View, The","{'view', 'parallax'}",The Parallax View
7802,"Warriors, The (1979)",Action|Adventure|Crime|Thriller,"Warriors, The",{'warriors'},The Warriors
7810,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,Babylon 5: A Call to Arms,"{'5', 'to', 'arms', 'call', 'babylon'}",Babylon 5: A Call to Arms
7811,Babylon 5: The River of Souls (1998),Drama|Sci-Fi,Babylon 5: The River of Souls,"{'of', '5', 'souls', 'river', 'babylon'}",Babylon 5: The River of Souls
7812,Babylon 5: Thirdspace (1998),Drama|Sci-Fi,Babylon 5: Thirdspace,"{'thirdspace', '5', 'babylon'}",Babylon 5: Thirdspace
7815,True Stories (1986),Comedy|Musical,True Stories,"{'true', 'stories'}",True Stories
7820,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama,"Virgin Spring, The (Jungfrukällan)","{'virgin', 'jungfrukällan', 'spring'}",The Virgin Spring
7822,Mogambo (1953),Adventure|Drama|Romance,Mogambo,{'mogambo'},Mogambo
7826,"Secret Life of Walter Mitty, The (1947)",Comedy|Romance|Thriller,"Secret Life of Walter Mitty, The","{'of', 'walter', 'secret', 'mitty', 'life'}",The Secret Life of Walter Mitty
7831,Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance,Another Thin Man,"{'another', 'thin', 'man'}",Another Thin Man
7832,"Thin Man Goes Home, The (1945)",Comedy|Crime|Mystery,"Thin Man Goes Home, The","{'thin', 'home', 'goes', 'man'}",The Thin Man Goes Home
7833,Shadow of the Thin Man (1941),Comedy|Crime|Mystery,Shadow of the Thin Man,"{'of', 'thin', 'shadow', 'man'}",Shadow of the Thin Man
7834,After the Thin Man (1936),Comedy|Crime|Mystery|Romance,After the Thin Man,"{'thin', 'after', 'man'}",After the Thin Man
7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance,Song of the Thin Man,"{'of', 'song', 'thin', 'man'}",Song of the Thin Man
7839,Love Crazy (1941),Comedy,Love Crazy,"{'love', 'crazy'}",Love Crazy
7840,Gunga Din (1939),Adventure|Comedy|War,Gunga Din,"{'din', 'gunga'}",Gunga Din
7841,Children of Dune (2003),Fantasy|Sci-Fi,Children of Dune,"{'of', 'dune', 'children'}",Frank Herbert's Children of Dune
7842,Dune (2000),Drama|Fantasy|Sci-Fi,Dune,{'dune'},Dune
7843,Lammbock (2001),Comedy,Lammbock,{'lammbock'},Lammbock
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action|Comedy,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)","{'of', 'legend', 'yuk', 'fong', 'sai', 'saiyuk'}",The Legend of 1900
7845,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi,Tremors II: Aftershocks,"{'tremors', 'ii', 'aftershocks'}",Tremors 2: Aftershocks
7846,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,Tremors 3: Back to Perfection,"{'tremors', 'to', 'perfection', 'back', '3'}",Tremors 3: Back to Perfection
7879,Notorious C.H.O. (2002),Comedy,Notorious C.H.O.,"{'notorious', 'cho'}",Margaret Cho: Notorious C.H.O.
7882,The Plague of the Zombies (1966),Horror,The Plague of the Zombies,"{'plague', 'zombies', 'of'}",The Plague of the Zombies
7883,I Walked with a Zombie (1943),Drama|Horror,I Walked with a Zombie,"{'i', 'walked', 'with', 'zombie'}",I Walked with a Zombie
7884,Highway 61 (1991),Comedy,Highway 61,"{'61', 'highway'}",Highway 61
7888,How to Succeed in Business Without Really Trying (1967),Comedy|Musical,How to Succeed in Business Without Really Trying,"{'to', 'without', 'business', 'really', 'succeed', 'in', 'trying', 'how'}",How to Succeed in Business Without Really Trying
7889,Pat Garrett and Billy the Kid (1973),Western,Pat Garrett and Billy the Kid,"{'kid', 'and', 'pat', 'garrett', 'billy'}",Pat Garrett & Billy the Kid
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,"Last Man on Earth, The (Ultimo uomo della Terra, L')","{'della', 'terra', 'uomo', 'on', 'l', 'last', 'man', 'earth', 'ultimo'}",The Last Man on Earth
7894,"Duck, You Sucker (1971)",Action|Western,"Duck, You Sucker","{'duck', 'you', 'sucker'}","Duck, You Sucker"
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,Bring Me the Head of Alfredo Garcia,"{'of', 'alfredo', 'me', 'head', 'bring', 'garcia'}",Bring Me the Head of Alfredo Garcia
7896,Ride the High Country (1962),Adventure|Drama|Western,Ride the High Country,"{'ride', 'country', 'high'}",Ride the High Country
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),"{'of', 'master', 'zi', 'guillotine', 'bi', 'quan', 'po', 'di', 'da', 'wang', 'flying', 'xue', 'du'}",Master of the Flying Guillotine
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,Frankenstein Must Be Destroyed,"{'frankenstein', 'destroyed', 'must', 'be'}",Frankenstein Must Be Destroyed
7916,Gidget (1959),Comedy,Gidget,{'gidget'},Gidget
7920,Desperate Living (1977),Comedy|Crime,Desperate Living,"{'living', 'desperate'}",Desperate Living
7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,Stray Dog (Nora inu),"{'inu', 'dog', 'stray', 'nora'}",Stray Dog
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,"Hidden Fortress, The (Kakushi-toride no san-akunin)","{'kakushitoride', 'sanakunin', 'no', 'fortress', 'hidden'}",The Hidden Fortress
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,High and Low (Tengoku to jigoku),"{'to', 'tengoku', 'low', 'and', 'high', 'jigoku'}",High and Low
7930,"People Under the Stairs, The (1991)",Horror|Mystery|Thriller,"People Under the Stairs, The","{'people', 'under', 'stairs'}",The People Under the Stairs
7932,Dark Days (2000),Documentary,Dark Days,"{'dark', 'days'}",Dark Days
7934,Zelig (1983),Comedy,Zelig,{'zelig'},Zelig
7936,Shame (Skammen) (1968),Drama|War,Shame (Skammen),"{'skammen', 'shame'}",Shame
7937,"Silence, The (Tystnaden) (1963)",Drama,"Silence, The (Tystnaden)","{'tystnaden', 'silence'}",The Silence
7938,Winter Light (Nattvardsgästerna) (1963),Drama,Winter Light (Nattvardsgästerna),"{'light', 'winter', 'nattvardsgästerna'}",Winter Light
7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,Through a Glass Darkly (Såsom i en spegel),"{'i', 'såsom', 'darkly', 'through', 'spegel', 'glass', 'en'}",Through a Glass Darkly
7940,The Magician (1958),Drama,The Magician,{'magician'},The Magician
7943,"Killers, The (1946)",Crime|Film-Noir,"Killers, The",{'killers'},The Killers
7944,"Night of the Iguana, The (1964)",Drama|Thriller,"Night of the Iguana, The","{'night', 'of', 'iguana'}",The Night of the Iguana
7951,Nightbreed (1990),Fantasy|Horror,Nightbreed,{'nightbreed'},Nightbreed
7976,Ken Park (2002),Drama,Ken Park,"{'park', 'ken'}",Ken Park
7979,Monterey Pop (1968),Documentary|Musical,Monterey Pop,"{'monterey', 'pop'}",Monterey Pop
7980,"Bridge Too Far, A (1977)",Action|Drama|War,"Bridge Too Far, A","{'bridge', 'far', 'too'}",A Bridge Too Far
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,Infernal Affairs (Mou gaan dou),"{'infernal', 'gaan', 'affairs', 'dou', 'mou'}",Infernal Affairs
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,"Tale of Two Sisters, A (Janghwa, Hongryeon)","{'of', 'two', 'tale', 'janghwa', 'hongryeon', 'sisters'}",A Tale of Two Sisters
7983,Broadway Danny Rose (1984),Comedy,Broadway Danny Rose,"{'rose', 'danny', 'broadway'}",Broadway Danny Rose
7984,From Beyond (1986),Horror|Sci-Fi,From Beyond,"{'from', 'beyond'}",From Beyond
7986,Robot Jox (1990),Sci-Fi,Robot Jox,"{'jox', 'robot'}",Robot Jox
7987,Dolls (1987),Horror,Dolls,{'dolls'},Dolls
7988,Space Truckers (1996),Comedy|Sci-Fi,Space Truckers,"{'truckers', 'space'}",Space Truckers
7991,Death Race 2000 (1975),Action|Sci-Fi,Death Race 2000,"{'death', 'race', '2000'}",Death Race 2000
7993,"Bucket Of Blood, A (1959)",Comedy|Horror,"Bucket Of Blood, A","{'of', 'bucket', 'blood'}",A Bucket of Blood
8008,Brigadoon (1954),Fantasy|Musical|Romance,Brigadoon,{'brigadoon'},Brigadoon
8010,"Power of One, The (1992)",Drama,"Power of One, The","{'of', 'power', 'one'}",The Power of One
8011,"Weather Underground, The (2002)",Documentary,"Weather Underground, The","{'underground', 'weather'}",The Weather Underground
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,Kikujiro (Kikujirô no natsu),"{'no', 'natsu', 'kikujiro', 'kikujirô'}",Kikujiro
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)","{'spring', 'fall', 'gyeoul', 'and', 'winter', 'geurigo', 'gaeul', 'yeoreum', 'summer', 'bom'}","Spring, Summer, Fall, Winter... and Spring"
8015,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,"Phantom Tollbooth, The","{'tollbooth', 'phantom'}",The Phantom Tollbooth
8016,"Getaway, The (1972)",Action|Crime|Drama|Thriller,"Getaway, The",{'getaway'},The Getaway
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,Dark Water (Honogurai mizu no soko kara),"{'honogurai', 'kara', 'mizu', 'soko', 'water', 'no', 'dark'}",Dark Water
8024,"Thing Called Love, The (1993)",Comedy|Drama|Romance,"Thing Called Love, The","{'love', 'thing', 'called'}",The Thing Called Love
8025,The Thief (1997),Drama,The Thief,{'thief'},The Thief
